wall_time,rel_time,payload_t,root_x,root_y,root_z,stream_id,step_m
1779872356.456448,0.985605,710.480042,-1.982817,3.162193,0.833170,1779872356456-0,0.002197
1779872356.476432,1.005589,710.500061,-1.983392,3.163073,0.833409,1779872356476-0,0.001078
1779872356.500768,1.029925,710.520081,-1.983827,3.164140,0.833632,1779872356496-0,0.001174
1779872356.516446,1.045604,710.540039,-1.984350,3.165164,0.833866,1779872356516-0,0.001174
1779872356.536335,1.065492,710.560059,-1.984733,3.166048,0.834054,1779872356536-0,0.000980
1779872356.556373,1.085531,710.580078,-1.984222,3.165959,0.833932,1779872356556-0,0.000532
1779872356.576321,1.105478,710.600037,-1.983203,3.165634,0.833672,1779872356576-0,0.001101
1779872356.596466,1.125623,710.620056,-1.982326,3.165112,0.833416,1779872356596-0,0.001052
1779872356.621209,1.150367,710.640076,-1.980598,3.164324,0.832937,1779872356616-0,0.001959
1779872356.636446,1.165603,710.660034,-1.979962,3.164142,0.832770,1779872356636-0,0.000683
1779872356.656243,1.185400,710.680054,-1.978820,3.164002,0.832483,1779872356656-0,0.001185
1779872356.676855,1.206012,710.700317,-1.978297,3.164031,0.832358,1779872356676-0,0.000538
1779872356.696428,1.225585,710.720093,-1.977147,3.164313,0.832090,1779872356696-0,0.001215
1779872356.716267,1.245424,710.740051,-1.976669,3.164515,0.831982,1779872356716-0,0.000530
1779872356.739811,1.268969,710.760071,-1.977022,3.166975,0.832280,1779872356736-0,0.002503
1779872356.756406,1.285563,710.780029,-1.975938,3.168241,0.832108,1779872356756-0,0.001676
1779872356.776685,1.305842,710.800110,-1.974959,3.170706,0.832117,1779872356776-0,0.002652
1779872356.796557,1.325714,710.820129,-1.974915,3.172345,0.832309,1779872356796-0,0.001651
1779872356.816720,1.345877,710.840149,-1.974885,3.175010,0.832705,1779872356816-0,0.002695
1779872356.841078,1.370235,710.860046,-1.974527,3.177354,0.833167,1779872356836-0,0.002415
1779872356.856271,1.385428,710.880066,-1.974254,3.180600,0.834020,1779872356856-0,0.003368
1779872356.876489,1.405646,710.900024,-1.973826,3.182029,0.834476,1779872356876-0,0.001559
1779872356.896501,1.425658,710.920044,-1.977218,3.177888,0.835948,1779872356896-0,0.005551
1779872356.917002,1.446159,710.940613,-1.980987,3.167550,0.833211,1779872356916-0,0.011339
1779872356.941265,1.470422,710.960022,-1.983613,3.166942,0.832908,1779872356936-0,0.002713
1779872356.956387,1.485544,710.980042,-1.983156,3.166082,0.832669,1779872356956-0,0.001002
1779872356.977292,1.506449,711.000061,-1.981105,3.161193,0.831291,1779872356976-0,0.005478
1779872356.996299,1.525456,711.020020,-1.981344,3.159838,0.831062,1779872356996-0,0.001395
1779872357.016388,1.545546,711.040039,-1.981524,3.159143,0.831034,1779872357016-0,0.000719
1779872357.036400,1.565557,711.060059,-1.981581,3.158214,0.831022,1779872357036-0,0.000930
1779872357.064001,1.593158,711.080078,-1.981395,3.157255,0.830971,1779872357056-0,0.000978
1779872357.076857,1.606014,711.100403,-1.981268,3.155996,0.830952,1779872357076-0,0.001265
1779872357.096453,1.625610,711.120056,-1.981189,3.155272,0.830983,1779872357096-0,0.000729
1779872357.119110,1.648268,711.140076,-1.980845,3.154147,0.831017,1779872357116-0,0.001177
1779872357.136639,1.665796,711.160034,-1.981571,3.154315,0.831346,1779872357136-0,0.000814
1779872357.156940,1.686097,711.180115,-1.982398,3.154709,0.831708,1779872357156-0,0.000985
1779872357.177048,1.706205,711.200073,-1.982224,3.154201,0.831754,1779872357176-0,0.000539
1779872357.197923,1.727081,711.220032,-1.982563,3.154022,0.831978,1779872357196-0,0.000444
1779872357.219641,1.748798,711.243164,-1.980502,3.151497,0.831251,1779872357219-0,0.003340
1779872357.236360,1.765517,711.260071,-1.980604,3.151354,0.831272,1779872357236-0,0.000177
1779872357.257168,1.786325,711.280151,-1.980572,3.150890,0.831243,1779872357257-0,0.000466
1779872357.283741,1.812898,711.300049,-1.980332,3.150498,0.831148,1779872357276-0,0.000469
1779872357.296544,1.825701,711.320190,-1.979688,3.149627,0.830883,1779872357296-0,0.001116
1779872357.316322,1.845479,711.340088,-1.978884,3.148622,0.830539,1779872357316-0,0.001332
1779872357.336323,1.865480,711.360046,-1.977061,3.146695,0.829792,1779872357336-0,0.002756
1779872357.356240,1.885397,711.380066,-1.976113,3.145698,0.829392,1779872357356-0,0.001433
1779872357.376230,1.905388,711.400024,-1.974600,3.144006,0.828706,1779872357376-0,0.002372
1779872357.402304,1.931461,711.420044,-1.973855,3.143082,0.828339,1779872357396-0,0.001242
1779872357.416515,1.945672,711.440063,-1.973311,3.142309,0.828046,1779872357416-0,0.000989
1779872357.436372,1.965529,711.460083,-1.970509,3.139338,0.826837,1779872357436-0,0.004259
1779872357.456299,1.985456,711.480042,-1.969079,3.136405,0.825786,1779872357456-0,0.003429
1779872357.476265,2.005422,711.500061,-1.970239,3.136869,0.826117,1779872357476-0,0.001293
1779872357.500866,2.030023,711.520081,-1.975095,3.139873,0.827782,1779872357496-0,0.005948
1779872357.516453,2.045610,711.540039,-1.976995,3.140997,0.828399,1779872357516-0,0.002292
1779872357.536527,2.065684,711.560059,-1.980754,3.143251,0.829572,1779872357536-0,0.004537
1779872357.556226,2.085383,711.580017,-1.983230,3.144783,0.830325,1779872357556-0,0.003008
1779872357.576252,2.105409,711.600037,-1.985975,3.146307,0.831030,1779872357576-0,0.003218
1779872357.596389,2.125546,711.620056,-1.987874,3.147539,0.831549,1779872357596-0,0.002322
1779872357.621521,2.150678,711.640076,-1.990498,3.148862,0.832104,1779872357617-0,0.002991
1779872357.636396,2.165553,711.660034,-1.990669,3.148664,0.832036,1779872357636-0,0.000271
1779872357.656232,2.185389,711.680054,-1.991475,3.148724,0.832079,1779872357656-0,0.000809
1779872357.676263,2.205420,711.700073,-1.991612,3.148577,0.832046,1779872357676-0,0.000203
1779872357.696275,2.225432,711.720032,-1.992077,3.148462,0.832059,1779872357696-0,0.000479
1779872357.716304,2.245461,711.740051,-1.992257,3.148431,0.832075,1779872357716-0,0.000183
1779872357.742042,2.271199,711.760071,-1.992657,3.148473,0.832158,1779872357736-0,0.000411
1779872357.756288,2.285445,711.780029,-1.992656,3.148327,0.832172,1779872357756-0,0.000147
1779872357.776324,2.305481,711.800049,-1.992388,3.147934,0.832144,1779872357776-0,0.000477
1779872357.796222,2.325379,711.820068,-1.991525,3.147156,0.831906,1779872357796-0,0.001186
1779872357.816266,2.345423,711.840027,-1.989938,3.145719,0.831469,1779872357816-0,0.002185
1779872357.836267,2.365424,711.860046,-1.989404,3.145236,0.831318,1779872357836-0,0.000736
1779872357.859216,2.388373,711.880066,-1.988528,3.144443,0.831050,1779872357856-0,0.001212
1779872357.876450,2.405607,711.900024,-1.988054,3.144016,0.830883,1779872357876-0,0.000660
1779872357.896407,2.425564,711.920044,-1.987729,3.143707,0.830639,1779872357896-0,0.000511
1779872357.916378,2.445535,711.940063,-1.987411,3.143470,0.830442,1779872357916-0,0.000442
1779872357.936279,2.465436,711.960022,-1.986804,3.143099,0.830063,1779872357936-0,0.000806
1779872357.959073,2.488230,711.980042,-1.986824,3.143247,0.829967,1779872357956-0,0.000178
1779872357.976400,2.505557,712.000061,-1.986510,3.143185,0.829771,1779872357976-0,0.000375
1779872357.996347,2.525504,712.020081,-1.986208,3.143017,0.829652,1779872357996-0,0.000366
1779872358.016335,2.545492,712.040039,-1.986625,3.143525,0.829797,1779872358016-0,0.000674
1779872358.036515,2.565673,712.060059,-1.986639,3.143612,0.829834,1779872358036-0,0.000095
1779872358.059042,2.588199,712.080078,-1.985991,3.143295,0.829696,1779872358056-0,0.000734
1779872358.076375,2.605533,712.100037,-1.985215,3.142758,0.829468,1779872358076-0,0.000971
1779872358.096376,2.625533,712.120056,-1.984892,3.142734,0.829508,1779872358096-0,0.000326
1779872358.116694,2.645851,712.140198,-1.985346,3.143215,0.829784,1779872358116-0,0.000717
1779872358.136474,2.665631,712.160217,-1.985464,3.143502,0.830078,1779872358136-0,0.000427
1779872358.156475,2.685632,712.180176,-1.986062,3.144058,0.830367,1779872358156-0,0.000867
1779872358.179197,2.708354,712.200073,-1.986741,3.144705,0.830738,1779872358176-0,0.001008
1779872358.196517,2.725674,712.220032,-1.987069,3.145039,0.830923,1779872358196-0,0.000503
1779872358.216465,2.745622,712.240234,-1.985708,3.144135,0.830652,1779872358216-0,0.001655
1779872358.236508,2.765665,712.260132,-1.985757,3.144262,0.830743,1779872358236-0,0.000164
1779872358.256410,2.785567,712.280029,-1.985646,3.144197,0.830816,1779872358256-0,0.000148
1779872358.276324,2.805481,712.300049,-1.985971,3.144427,0.830976,1779872358276-0,0.000430
1779872358.304419,2.833576,712.320068,-1.985044,3.143505,0.830684,1779872358296-0,0.001340
1779872358.316274,2.845431,712.340027,-1.984604,3.143060,0.830517,1779872358316-0,0.000648
1779872358.336308,2.865465,712.360046,-1.982476,3.141174,0.829716,1779872358336-0,0.002954
1779872358.356386,2.885544,712.380066,-1.981213,3.140072,0.829213,1779872358356-0,0.001750
1779872358.376314,2.905471,712.400024,-1.979740,3.138814,0.828585,1779872358376-0,0.002036
1779872358.396898,2.926055,712.420227,-1.979183,3.138348,0.828331,1779872358396-0,0.000770
1779872358.421871,2.951029,712.440063,-1.978323,3.137641,0.827904,1779872358416-0,0.001192
1779872358.436558,2.965716,712.460144,-1.974041,3.134048,0.826217,1779872358436-0,0.005839
1779872358.456466,2.985623,712.480042,-1.972679,3.132869,0.825392,1779872358456-0,0.001981
1779872358.477129,3.006287,712.500122,-1.974229,3.134072,0.825824,1779872358476-0,0.002009
1779872358.496343,3.025500,712.520081,-1.976608,3.135904,0.826567,1779872358496-0,0.003093
1779872358.516447,3.045604,712.540100,-1.978297,3.137167,0.827063,1779872358516-0,0.002168
1779872358.541301,3.070458,712.560059,-1.981261,3.139419,0.827967,1779872358536-0,0.003830
1779872358.557268,3.086425,712.580627,-1.983683,3.141296,0.828718,1779872358557-0,0.003155
1779872358.576340,3.105497,712.600037,-1.986463,3.143395,0.829530,1779872358576-0,0.003576
1779872358.596455,3.125612,712.620056,-1.987823,3.144404,0.829940,1779872358596-0,0.001743
1779872358.616487,3.145644,712.640076,-1.990630,3.146398,0.830774,1779872358616-0,0.003542
1779872358.640730,3.169887,712.660034,-1.991588,3.147052,0.831052,1779872358636-0,0.001193
1779872358.656316,3.185473,712.680054,-1.994121,3.148901,0.831815,1779872358656-0,0.003228
1779872358.676359,3.205516,712.700073,-1.994654,3.149220,0.831960,1779872358676-0,0.000637
1779872358.697244,3.226402,712.720032,-1.996050,3.150177,0.832387,1779872358697-0,0.001746
1779872358.716646,3.245804,712.740051,-1.996166,3.150224,0.832444,1779872358716-0,0.000137
1779872358.740340,3.269498,712.760193,-1.996936,3.150790,0.832780,1779872358736-0,0.001013
1779872358.757024,3.286181,712.780273,-1.997342,3.151099,0.832980,1779872358756-0,0.000547
1779872358.776505,3.305662,712.800049,-1.996844,3.150610,0.833041,1779872358776-0,0.000701
1779872358.796616,3.325773,712.820190,-1.996671,3.150425,0.833115,1779872358796-0,0.000263
1779872358.816288,3.345445,712.840027,-1.996293,3.149993,0.833371,1779872358816-0,0.000629
1779872358.836541,3.365698,712.860046,-1.996100,3.149778,0.833501,1779872358836-0,0.000317
1779872358.861458,3.390615,712.880188,-1.994466,3.148301,0.833402,1779872358856-0,0.002205
1779872358.876666,3.405823,712.900085,-1.994280,3.148090,0.833587,1779872358876-0,0.000336
1779872358.896303,3.425460,712.920044,-1.993619,3.147398,0.834032,1779872358896-0,0.001056
1779872358.916460,3.445617,712.940186,-1.993433,3.147157,0.834390,1779872358916-0,0.000470
1779872358.936752,3.465909,712.960083,-1.992837,3.146620,0.834708,1779872358936-0,0.000864
1779872358.959931,3.489089,712.980042,-1.991709,3.145745,0.834686,1779872358956-0,0.001427
1779872358.976324,3.505481,713.000061,-1.990240,3.144746,0.834663,1779872358976-0,0.001777
1779872358.996343,3.525501,713.020020,-1.989173,3.144038,0.834492,1779872358996-0,0.001291
1779872359.016387,3.545544,713.040039,-1.988317,3.143863,0.834707,1779872359016-0,0.000899
1779872359.036323,3.565480,713.060059,-1.987644,3.143562,0.834637,1779872359036-0,0.000741
1779872359.056387,3.585544,713.080078,-1.985935,3.142642,0.834279,1779872359056-0,0.001973
1779872359.080902,3.610059,713.100037,-1.984836,3.142066,0.834016,1779872359076-0,0.001269
1779872359.096340,3.625497,713.120056,-1.982429,3.140557,0.833210,1779872359096-0,0.002953
1779872359.116337,3.645494,713.140076,-1.981466,3.140019,0.832901,1779872359116-0,0.001145
1779872359.136270,3.665427,713.160034,-1.980360,3.139650,0.832621,1779872359136-0,0.001199
1779872359.156309,3.685466,713.180054,-1.979532,3.139353,0.832341,1779872359156-0,0.000923
1779872359.176234,3.705392,713.200073,-1.978559,3.139177,0.831988,1779872359176-0,0.001050
1779872359.200932,3.730089,713.220154,-1.977954,3.139026,0.831741,1779872359196-0,0.000671
1779872359.216398,3.745555,713.240051,-1.976327,3.138503,0.831042,1779872359216-0,0.001846
1779872359.236247,3.765404,713.260071,-1.976303,3.138861,0.831049,1779872359236-0,0.000358
1779872359.256228,3.785385,713.280029,-1.976119,3.139442,0.830994,1779872359256-0,0.000612
1779872359.276214,3.805372,713.300049,-1.976224,3.139866,0.831051,1779872359276-0,0.000440
1779872359.296242,3.825399,713.320068,-1.976239,3.140629,0.831003,1779872359296-0,0.000764
1779872359.323056,3.852214,713.340088,-1.976467,3.141169,0.831029,1779872359316-0,0.000587
1779872359.336384,3.865541,713.360046,-1.975988,3.141595,0.830619,1779872359336-0,0.000761
1779872359.356480,3.885638,713.380066,-1.975925,3.141961,0.830512,1779872359356-0,0.000387
1779872359.376344,3.905501,713.400085,-1.975361,3.142320,0.830134,1779872359376-0,0.000768
1779872359.396326,3.925483,713.420044,-1.974610,3.142101,0.829732,1779872359396-0,0.000880
1779872359.419973,3.949130,713.440369,-1.972550,3.141316,0.828601,1779872359416-0,0.002477
1779872359.436350,3.965507,713.460022,-1.972112,3.141367,0.828292,1779872359436-0,0.000539
1779872359.456847,3.986004,713.480103,-1.969948,3.140395,0.827274,1779872359456-0,0.002581
1779872359.476394,4.005551,713.500061,-1.969614,3.140722,0.827083,1779872359476-0,0.000506
1779872359.496493,4.025650,713.520081,-1.967846,3.140068,0.826299,1779872359496-0,0.002041
1779872359.519863,4.049020,713.540039,-1.967019,3.139764,0.825914,1779872359516-0,0.000962
1779872359.536462,4.065619,713.560059,-1.965727,3.139328,0.825281,1779872359536-0,0.001503
1779872359.556453,4.085610,713.580078,-1.965533,3.139449,0.825123,1779872359556-0,0.000278
1779872359.576398,4.105555,713.600037,-1.965342,3.139493,0.824948,1779872359576-0,0.000262
1779872359.596331,4.125489,713.620056,-1.964910,3.139179,0.824744,1779872359596-0,0.000572
1779872359.616747,4.145905,713.640198,-1.964888,3.139291,0.824619,1779872359616-0,0.000169
1779872359.639716,4.168873,713.660156,-1.964363,3.138843,0.824395,1779872359636-0,0.000726
1779872359.656500,4.185657,713.680054,-1.964953,3.139285,0.824555,1779872359656-0,0.000755
1779872359.676462,4.205620,713.700073,-1.966363,3.140432,0.825034,1779872359676-0,0.001879
1779872359.696488,4.225646,713.720093,-1.968319,3.141983,0.825698,1779872359696-0,0.002583
1779872359.716442,4.245599,713.740051,-1.969146,3.142591,0.825974,1779872359716-0,0.001063
1779872359.736464,4.265621,713.760071,-1.970562,3.143528,0.826437,1779872359736-0,0.001760
1779872359.758637,4.287795,713.780029,-1.971367,3.143989,0.826695,1779872359756-0,0.000963
1779872359.776392,4.305549,713.800049,-1.975760,3.147203,0.828150,1779872359776-0,0.005634
1779872359.796283,4.325441,713.820068,-1.977952,3.148690,0.828882,1779872359796-0,0.002748
1779872359.816512,4.345669,713.840027,-1.978893,3.148225,0.829210,1779872359816-0,0.001100
1779872359.836493,4.365650,713.860046,-1.978504,3.147352,0.829084,1779872359836-0,0.000963
1779872359.859737,4.388894,713.880432,-1.978828,3.146747,0.829214,1779872359856-0,0.000698
1779872359.876274,4.405431,713.900085,-1.978955,3.146307,0.829290,1779872359876-0,0.000464
1779872359.896558,4.425715,713.920044,-1.978383,3.144991,0.829156,1779872359896-0,0.001441
1779872359.916314,4.445471,713.940063,-1.978566,3.144546,0.829284,1779872359916-0,0.000498
1779872359.936395,4.465553,713.960022,-1.978260,3.143347,0.829278,1779872359936-0,0.001238
1779872359.956455,4.485612,713.980042,-1.978606,3.143159,0.829469,1779872359956-0,0.000437
1779872359.979977,4.509134,714.000061,-1.978906,3.142419,0.829720,1779872359976-0,0.000838
1779872359.996273,4.525430,714.020081,-1.978752,3.141827,0.829728,1779872359996-0,0.000611
1779872360.016360,4.545517,714.040039,-1.980126,3.141956,0.830490,1779872360016-0,0.001577
1779872360.036345,4.565502,714.060059,-1.980074,3.141512,0.830558,1779872360036-0,0.000452
1779872360.056293,4.585451,714.080078,-1.980592,3.141245,0.830953,1779872360056-0,0.000704
1779872360.076454,4.605611,714.100098,-1.981476,3.141551,0.831457,1779872360076-0,0.001062
1779872360.099181,4.628338,714.120056,-1.982418,3.141697,0.832059,1779872360096-0,0.001127
1779872360.116594,4.645751,714.140076,-1.982680,3.141614,0.832267,1779872360116-0,0.000345
1779872360.136390,4.665548,714.160034,-1.982662,3.140984,0.832475,1779872360136-0,0.000663
1779872360.156853,4.686010,714.180115,-1.983281,3.141104,0.832959,1779872360156-0,0.000795
1779872360.176500,4.705657,714.200134,-1.983518,3.140720,0.833441,1779872360176-0,0.000660
1779872360.198580,4.727737,714.220093,-1.983019,3.140032,0.833381,1779872360196-0,0.000852
1779872360.216361,4.745518,714.240051,-1.981432,3.138065,0.832997,1779872360216-0,0.002557
1779872360.236271,4.765429,714.260071,-1.981183,3.137649,0.832980,1779872360236-0,0.000485
1779872360.256283,4.785440,714.280029,-1.979667,3.136110,0.832378,1779872360256-0,0.002242
1779872360.276320,4.805477,714.300049,-1.979691,3.135998,0.832433,1779872360276-0,0.000127
1779872360.296434,4.825591,714.320068,-1.979717,3.135832,0.832482,1779872360296-0,0.000175
1779872360.319712,4.848869,714.340027,-1.979722,3.135750,0.832483,1779872360316-0,0.000082
1779872360.336469,4.865626,714.360046,-1.979702,3.135567,0.832427,1779872360336-0,0.000193
1779872360.356434,4.885591,714.380066,-1.978786,3.134743,0.831945,1779872360356-0,0.001323
1779872360.376384,4.905541,714.400024,-1.975215,3.131705,0.830077,1779872360376-0,0.005047
1779872360.396457,4.925614,714.420044,-1.972820,3.129731,0.828800,1779872360396-0,0.003355
1779872360.419739,4.948896,714.440063,-1.969563,3.127148,0.827066,1779872360416-0,0.004504
1779872360.436398,4.965555,714.460083,-1.970383,3.127923,0.827384,1779872360436-0,0.001172
1779872360.456459,4.985616,714.480225,-1.970836,3.128654,0.827502,1779872360456-0,0.000868
1779872360.476665,5.005822,714.500061,-1.971176,3.129256,0.827614,1779872360476-0,0.000701
1779872360.496546,5.025703,714.520203,-1.971254,3.129789,0.827560,1779872360496-0,0.000541
1779872360.521249,5.050406,714.540039,-1.971369,3.130136,0.827530,1779872360516-0,0.000367
1779872360.536523,5.065680,714.560181,-1.971229,3.130717,0.827273,1779872360536-0,0.000650
1779872360.556475,5.085632,714.580261,-1.969960,3.130105,0.826665,1779872360556-0,0.001535
1779872360.577173,5.106330,714.600037,-1.969217,3.130650,0.826233,1779872360576-0,0.001017
1779872360.596660,5.125818,714.620178,-1.968257,3.130477,0.825810,1779872360596-0,0.001064
1779872360.620793,5.149951,714.640076,-1.967036,3.131062,0.825282,1779872360616-0,0.001453
1779872360.636891,5.166048,714.660217,-1.966350,3.131152,0.825003,1779872360636-0,0.000746
1779872360.656407,5.185564,714.680054,-1.965106,3.131389,0.824494,1779872360656-0,0.001365
1779872360.677111,5.206268,714.700195,-1.963405,3.130681,0.823824,1779872360676-0,0.001961
1779872360.697424,5.226581,714.720154,-1.962670,3.130949,0.823483,1779872360696-0,0.000854
1779872360.722110,5.251267,714.740173,-1.961871,3.130577,0.823137,1779872360716-0,0.000946
1779872360.736389,5.265546,714.760071,-1.961847,3.130956,0.823068,1779872360736-0,0.000386
1779872360.756463,5.285620,714.780029,-1.961699,3.130923,0.823037,1779872360756-0,0.000155
1779872360.776310,5.305467,714.800049,-1.961648,3.130767,0.823097,1779872360776-0,0.000175
1779872360.796360,5.325517,714.820068,-1.962062,3.130958,0.823278,1779872360796-0,0.000491
1779872360.816327,5.345484,714.840088,-1.962647,3.130780,0.823502,1779872360816-0,0.000651
1779872360.841638,5.370795,714.860046,-1.962883,3.130685,0.823579,1779872360836-0,0.000265
1779872360.856301,5.385458,714.880066,-1.963697,3.130837,0.823865,1779872360856-0,0.000877
1779872360.876251,5.405408,714.900024,-1.964151,3.130970,0.824024,1779872360876-0,0.000499
1779872360.896258,5.425415,714.920044,-1.965098,3.131508,0.824362,1779872360896-0,0.001140
1779872360.916290,5.445447,714.940063,-1.965613,3.131762,0.824531,1779872360916-0,0.000599
1779872360.936306,5.465463,714.960083,-1.967744,3.133205,0.825272,1779872360936-0,0.002678
1779872360.961593,5.490750,714.980042,-1.971696,3.136197,0.826694,1779872360956-0,0.005156
1779872360.976260,5.505417,715.000061,-1.974526,3.137944,0.827663,1779872360976-0,0.003465
1779872360.996215,5.525372,715.020020,-1.974481,3.137509,0.827585,1779872360996-0,0.000445
1779872361.016357,5.545515,715.040039,-1.974846,3.137266,0.827611,1779872361016-0,0.000439
1779872361.036451,5.565608,715.060059,-1.974859,3.137009,0.827564,1779872361036-0,0.000261
1779872361.060740,5.589897,715.080078,-1.974821,3.136443,0.827475,1779872361056-0,0.000575
1779872361.076316,5.605473,715.100037,-1.975451,3.136642,0.827674,1779872361076-0,0.000690
1779872361.096687,5.625844,715.120056,-1.975233,3.136021,0.827585,1779872361096-0,0.000664
1779872361.116283,5.645440,715.140076,-1.974537,3.135229,0.827334,1779872361116-0,0.001084
1779872361.136501,5.665658,715.160034,-1.974113,3.134431,0.827199,1779872361136-0,0.000913
1779872361.160713,5.689870,715.180054,-1.973935,3.134074,0.827153,1779872361156-0,0.000402
1779872361.176343,5.705500,715.200073,-1.973770,3.133507,0.827151,1779872361176-0,0.000591
1779872361.196295,5.725452,715.220032,-1.973261,3.132876,0.826986,1779872361196-0,0.000827
1779872361.216299,5.745456,715.240051,-1.972830,3.132030,0.826892,1779872361216-0,0.000954
1779872361.236228,5.765385,715.260071,-1.972731,3.131753,0.826879,1779872361236-0,0.000294
1779872361.256495,5.785653,715.280090,-1.972779,3.131455,0.826944,1779872361256-0,0.000309
1779872361.283652,5.812809,715.300049,-1.973154,3.131570,0.827113,1779872361276-0,0.000426
1779872361.296427,5.825584,715.320068,-1.973151,3.131344,0.827102,1779872361296-0,0.000226
1779872361.316368,5.845526,715.340027,-1.973197,3.131299,0.827094,1779872361316-0,0.000064
1779872361.336363,5.865520,715.360046,-1.972941,3.130938,0.826867,1779872361336-0,0.000497
1779872361.356704,5.885861,715.380066,-1.973273,3.131131,0.826910,1779872361356-0,0.000386
1779872361.383668,5.912825,715.400208,-1.972887,3.130669,0.826566,1779872361376-0,0.000693
