wall_time,rel_time,payload_t,root_x,root_y,root_z,stream_id,step_m
1779872154.936497,1.281047,508.960052,-4.213033,2.325714,0.846175,1779872154936-0,0.001538
1779872154.956392,1.300941,508.980042,-4.213985,2.324622,0.847041,1779872154956-0,0.001688
1779872154.976355,1.320904,509.000061,-4.213322,2.323844,0.847715,1779872154976-0,0.001225
1779872155.005929,1.350479,509.020050,-4.213719,2.323600,0.848270,1779872154996-0,0.000725
1779872155.016386,1.360935,509.040070,-4.214484,2.323745,0.848278,1779872155016-0,0.000778
1779872155.036379,1.380929,509.060059,-4.217028,2.324346,0.847945,1779872155036-0,0.002635
1779872155.056355,1.400905,509.080048,-4.217013,2.324309,0.848116,1779872155056-0,0.000176
1779872155.076304,1.420854,509.100067,-4.217265,2.324353,0.848309,1779872155076-0,0.000321
1779872155.096372,1.440922,509.120056,-4.216890,2.324220,0.848599,1779872155096-0,0.000493
1779872155.122237,1.466787,509.140045,-4.216191,2.324003,0.849060,1779872155116-0,0.000864
1779872155.136368,1.480917,509.160065,-4.215776,2.323892,0.849293,1779872155136-0,0.000489
1779872155.156886,1.501436,509.180054,-4.214829,2.323667,0.849748,1779872155156-0,0.001074
1779872155.176324,1.520874,509.200073,-4.214306,2.323551,0.849958,1779872155176-0,0.000576
1779872155.196293,1.540843,509.220062,-4.206167,2.321349,0.852371,1779872155196-0,0.008770
1779872155.216359,1.560909,509.240051,-4.201790,2.320292,0.853417,1779872155216-0,0.004622
1779872155.245285,1.589834,509.260071,-4.193134,2.318570,0.854685,1779872155236-0,0.008917
1779872155.256539,1.601089,509.280060,-4.189778,2.318023,0.854810,1779872155256-0,0.003402
1779872155.276520,1.621069,509.300049,-4.184160,2.317331,0.854403,1779872155276-0,0.005676
1779872155.296352,1.640902,509.320068,-4.182324,2.317274,0.853688,1779872155296-0,0.001971
1779872155.316346,1.660896,509.340057,-4.179317,2.316875,0.851819,1779872155316-0,0.003563
1779872155.336391,1.680941,509.360138,-4.178775,2.316374,0.850946,1779872155336-0,0.001143
1779872155.361268,1.705818,509.380066,-4.177956,2.314309,0.848968,1779872155356-0,0.002975
1779872155.376295,1.720845,509.400055,-4.177397,2.312552,0.847638,1779872155376-0,0.002273
1779872155.396376,1.740926,509.420074,-4.175693,2.309746,0.845565,1779872155396-0,0.003883
1779872155.416293,1.760843,509.440063,-4.174327,2.308235,0.844221,1779872155416-0,0.002440
1779872155.436809,1.781359,509.460052,-4.171763,2.306808,0.842439,1779872155436-0,0.003434
1779872155.461067,1.805616,509.480072,-4.170247,2.306247,0.841168,1779872155456-0,0.002056
1779872155.476501,1.821050,509.500061,-4.170905,2.305672,0.839856,1779872155476-0,0.001576
1779872155.496429,1.840978,509.520050,-4.172507,2.305013,0.839057,1779872155496-0,0.001908
1779872155.516267,1.860817,509.540039,-4.174221,2.303329,0.837771,1779872155516-0,0.002725
1779872155.536420,1.880970,509.560059,-4.175042,2.302132,0.837175,1779872155536-0,0.001569
1779872155.556240,1.900790,509.580048,-4.175457,2.299632,0.836160,1779872155556-0,0.002731
1779872155.581527,1.926077,509.600037,-4.175913,2.297959,0.835559,1779872155576-0,0.001835
1779872155.596506,1.941056,509.620056,-4.174887,2.294882,0.834283,1779872155596-0,0.003485
1779872155.616510,1.961060,509.640045,-4.173770,2.293134,0.833523,1779872155616-0,0.002209
1779872155.636468,1.981018,509.660034,-4.174767,2.288631,0.831982,1779872155636-0,0.004863
1779872155.656426,2.000976,509.680054,-4.175249,2.286827,0.831477,1779872155656-0,0.001934
1779872155.684916,2.029466,509.700043,-4.176807,2.283244,0.830753,1779872155676-0,0.003974
1779872155.696575,2.041125,509.720062,-4.177357,2.280825,0.830392,1779872155696-0,0.002506
1779872155.716453,2.061003,509.740051,-4.177420,2.277861,0.830030,1779872155716-0,0.002987
1779872155.736400,2.080950,509.760071,-4.176801,2.276605,0.829857,1779872155736-0,0.001411
1779872155.756833,2.101383,509.780060,-4.177542,2.274819,0.829872,1779872155756-0,0.001934
1779872155.780794,2.125343,509.800049,-4.178066,2.274184,0.829955,1779872155776-0,0.000827
1779872155.796945,2.141495,509.820099,-4.179013,2.272939,0.830208,1779872155796-0,0.001585
1779872155.816628,2.161177,509.840057,-4.178834,2.272059,0.830328,1779872155816-0,0.000906
1779872155.836449,2.180998,509.860107,-4.177220,2.269449,0.830693,1779872155836-0,0.003090
1779872155.856585,2.201134,509.880066,-4.177166,2.268323,0.831062,1779872155856-0,0.001186
1779872155.878756,2.223306,509.900604,-4.177314,2.266156,0.831921,1779872155876-0,0.002335
1779872155.910817,2.255367,509.920074,-4.177801,2.265073,0.832478,1779872155896-0,0.001312
1779872155.917799,2.262348,509.941589,-4.177825,2.263067,0.833395,1779872155917-0,0.002206
1779872155.937215,2.281765,509.960052,-4.177102,2.261556,0.833974,1779872155936-0,0.001772
1779872155.956981,2.301531,509.980591,-4.176845,2.260060,0.834793,1779872155956-0,0.001725
1779872155.976385,2.320935,510.000061,-4.176496,2.258670,0.835737,1779872155976-0,0.001716
1779872155.997160,2.341710,510.020630,-4.175721,2.257324,0.836643,1779872155997-0,0.001799
1779872156.019341,2.363891,510.043091,-4.175160,2.256339,0.837387,1779872156019-0,0.001355
1779872156.036330,2.380880,510.060059,-4.174276,2.255363,0.838122,1779872156036-0,0.001508
1779872156.056358,2.400908,510.080078,-4.174027,2.254499,0.839346,1779872156056-0,0.001519
1779872156.076454,2.421004,510.100067,-4.173501,2.254002,0.840063,1779872156076-0,0.001019
1779872156.097326,2.441875,510.120056,-4.173175,2.253587,0.841177,1779872156096-0,0.001233
1779872156.134402,2.478951,510.140137,-4.173169,2.253469,0.842270,1779872156116-0,0.001099
1779872156.137224,2.481774,510.160614,-4.173244,2.253494,0.842776,1779872156137-0,0.000511
1779872156.156432,2.500982,510.180084,-4.172268,2.253439,0.843521,1779872156156-0,0.001229
1779872156.176408,2.520957,510.200043,-4.171858,2.253495,0.843990,1779872156176-0,0.000625
1779872156.196400,2.540949,510.220123,-4.171912,2.253674,0.844636,1779872156196-0,0.000673
1779872156.218470,2.563019,510.240051,-4.171961,2.253797,0.844980,1779872156216-0,0.000368
1779872156.244725,2.589275,510.260071,-4.171500,2.254079,0.845559,1779872156236-0,0.000792
1779872156.257978,2.602528,510.281250,-4.171518,2.254250,0.845822,1779872156257-0,0.000314
1779872156.276408,2.620958,510.300110,-4.171029,2.254571,0.846195,1779872156276-0,0.000694
1779872156.316919,2.661469,510.340454,-4.170771,2.255188,0.846833,1779872156316-0,0.000924
1779872156.336520,2.681070,510.360046,-4.170560,2.255369,0.846963,1779872156336-0,0.000307
1779872156.369309,2.713859,510.380066,-4.170350,2.255756,0.847160,1779872156356-0,0.000483
1779872156.377186,2.721736,510.400085,-4.170359,2.255847,0.847181,1779872156376-0,0.000094
1779872156.396984,2.741533,510.420532,-4.169692,2.256119,0.847000,1779872156396-0,0.000742
1779872156.416516,2.761066,510.440063,-4.168732,2.256281,0.846737,1779872156416-0,0.001009
1779872156.438778,2.783328,510.460052,-4.168426,2.256489,0.846514,1779872156436-0,0.000432
1779872156.469091,2.813641,510.480072,-4.167627,2.257051,0.846010,1779872156456-0,0.001099
1779872156.478347,2.822896,510.500488,-4.167152,2.257429,0.845738,1779872156478-0,0.000665
1779872156.496539,2.841089,510.520050,-4.166484,2.258594,0.845115,1779872156496-0,0.001480
1779872156.516388,2.860937,510.540039,-4.166085,2.259299,0.844762,1779872156516-0,0.000883
1779872156.536608,2.881157,510.560211,-4.165230,2.261391,0.843768,1779872156536-0,0.002469
1779872156.556315,2.900865,510.580048,-4.164723,2.262375,0.843262,1779872156556-0,0.001217
1779872156.582148,2.926697,510.600067,-4.164831,2.264439,0.842365,1779872156576-0,0.002253
1779872156.596378,2.940927,510.620056,-4.163328,2.265711,0.841499,1779872156596-0,0.002151
1779872156.616252,2.960802,510.640045,-4.162004,2.267107,0.840630,1779872156616-0,0.002111
